scope,layer,route,threshold_id,kind,criterion,epsilon,output_equivalence,observations,mean,median,p90,p99,minimum,maximum,pool_size,mean_pool_fraction,no_active_fraction
layer,4,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,320.4047790527344,327,362,375,107,406,4600,0.06965321283755095,0.0
layer,5,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,295.358114473937,302,336,349,92,383,4600,0.0642082857552037,0.0
layer,6,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,296.9523235383581,304,343,360,91,405,4600,0.06455485294312133,0.0
layer,7,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,310.4903288294057,317,363,385,93,442,4600,0.06749789757160994,0.0
layer,8,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,305.2423680039703,312,360,384,101,446,4600,0.06635703652260223,0.0
layer,9,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,374.5670178022541,375,443,486,122,596,4600,0.08142761256570741,0.0
layer,10,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,291.2225792056224,294,346,370,105,425,4600,0.06330925634904835,0.0
layer,11,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,307.2480811947682,308,361,389,111,455,4600,0.06679306112929743,0.0
layer,12,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,338.08554917632557,337,389,427,144,517,4600,0.07349685851659252,0.0
layer,13,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,663.6961243676358,671,765,833,150,994,4600,0.14428176616687735,0.0
layer,14,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,732.7137743340164,736,814,883,113,1085,4600,0.15928560311609052,0.0
layer,15,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,660.8862449771068,676,754,818,128,1037,4600,0.1436709228211102,0.0
layer,16,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,502.7178310706967,513,584,636,136,814,4600,0.10928648501536885,0.0
layer,17,k,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,313.4188936827613,314,377,429,108,569,4600,0.0681345421049481,0.0
layer,0,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,240.89727923283812,242,291,307,110,405,4600,0.05236897374626916,0.0
layer,1,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,308.20394187051744,305,401,428,133,470,4600,0.06700085692837336,0.0
layer,2,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,324.8789524766265,321,420,445,140,498,4600,0.07062585923404924,0.0
layer,3,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,354.4971983862705,364,441,460,139,490,4600,0.07706460834484141,0.0
layer,4,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,318.13363797547385,325,359,373,104,405,4600,0.06915948651640735,0.0
layer,5,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,293.5070096375512,300,334,347,91,382,4600,0.06380587166033722,0.0
layer,6,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,294.9841495701524,302,341,358,91,402,4600,0.06412698903698966,0.0
layer,7,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,308.2041369829021,315,360,382,93,435,4600,0.06700089934410916,0.0
layer,8,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,303.06174086273694,310,357,381,99,441,4600,0.06588298714407324,0.0
layer,9,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,371.11408981573385,372,439,482,121,591,4600,0.08067697604689866,0.0
layer,10,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,289.27461347736295,292,344,368,104,421,4600,0.06288578553855716,0.0
layer,11,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,305.08044813812757,306,359,386,109,453,4600,0.06632183655176686,0.0
layer,12,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,335.3914457727651,335,386,424,143,511,4600,0.07291118386364459,0.0
layer,13,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,657.2820782770876,665,758,826,150,984,4600,0.142887408321106,0.0
layer,14,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,725.0884863681481,728,806,874,112,1073,4600,0.15762793181916263,0.0
layer,15,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,653.7854210024974,669,746,809,127,1031,4600,0.14212726543532553,0.0
layer,16,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,496.9720213843174,507,578,630,135,803,4600,0.10803739595311247,0.0
layer,17,k,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,309.4598936987705,310,372,424,107,565,4600,0.06727388993451533,0.0
layer,0,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,532.4236011942879,518,677,757,298,796,4600,0.11574426112919303,0.0
layer,1,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,568.9988303262679,568,682,718,319,815,4600,0.12369539789701477,0.0
layer,2,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,570.5798178750961,572,671,710,319,805,4600,0.12403909084241219,0.0
layer,3,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,587.1708835289127,597,680,705,326,757,4600,0.1276458442454158,0.0
layer,4,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,547.3850179703509,556,610,630,279,684,4600,0.1189967430370328,0.0
layer,5,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,498.4757959584721,510,578,604,208,667,4600,0.10836430346923306,0.0
layer,6,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,525.9026902495838,538,626,663,206,738,4600,0.11432667179338778,0.0
layer,7,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,578.2264358270364,590,687,733,230,820,4600,0.125701399092834,0.0
layer,8,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,573.5547715484118,584,681,722,241,813,4600,0.12468581990182866,0.0
layer,9,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,794.9049610575692,799,934,1025,339,1201,4600,0.17280542631686285,0.0
layer,10,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,539.6102193863666,537,649,703,262,787,4600,0.11730656943181882,0.0
layer,11,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,616.9526828453189,611,740,811,294,933,4600,0.13412014844463455,0.0
layer,12,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,737.2007001032595,733,846,916,388,1079,4600,0.16026102176157814,0.0
layer,13,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1451.5703439180968,1465,1602,1709,626,1963,4600,0.31555877041697755,0.0
layer,14,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1463.8288213010694,1479,1604,1705,528,1943,4600,0.3182236568045803,0.0
layer,15,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1585.956418897285,1616,1756,1855,548,2150,4600,0.34477313454288805,0.0
layer,16,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1457.3168702172452,1480,1623,1723,475,2005,4600,0.31680801526461855,0.0
layer,17,qk_union,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,992.928624187532,1002,1122,1212,378,1449,4600,0.21585404873642,0.0
layer,0,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,532.421361604284,518,677,757,298,796,4600,0.11574377426180087,0.0
layer,1,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,568.99169921875,568,682,718,320,817,4600,0.12369384765625,0.0
layer,2,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,570.5721557617187,572,671,710,319,806,4600,0.12403742516559102,0.0
layer,3,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,587.164841548732,597,680,705,328,757,4600,0.12764453077146348,0.0
layer,4,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,547.3796429743533,556,610,630,279,685,4600,0.118995574559642,0.0
layer,5,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,498.47058555728097,510,578,604,208,667,4600,0.10836317077332196,0.0
layer,6,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,525.8969457407467,538,626,663,205,738,4600,0.11432542298711884,0.0
layer,7,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,578.2194104804367,590,687,733,230,821,4600,0.1256998718435732,0.0
layer,8,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,573.5479247046298,584,681,722,241,812,4600,0.12468433145752823,0.0
layer,9,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,794.8950504490587,799,934,1025,340,1200,4600,0.17280327183675187,0.0
layer,10,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,539.6039378682121,537,649,703,262,787,4600,0.11730520388439394,0.0
layer,11,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,616.9460965516138,611,740,811,291,934,4600,0.13411871664165517,0.0
layer,12,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,737.1921169593686,733,846,915,388,1079,4600,0.1602591558607323,0.0
layer,13,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,1451.555095334913,1465,1602,1709,626,1963,4600,0.3155554555075898,0.0
layer,14,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,1463.814422807537,1479,1604,1705,529,1947,4600,0.3182205266972907,0.0
layer,15,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,1585.9385001761013,1616,1756,1855,548,2151,4600,0.34476923916871766,0.0
layer,16,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,1457.3011665719455,1480,1623,1723,476,2004,4600,0.3168046014286838,0.0
layer,17,qk_union,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,992.9148750680392,1002,1122,1212,378,1454,4600,0.21585105979739982,0.0
layer,0,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,532.3591468685963,518,677,757,298,795,4600,0.11573024931926007,0.0
layer,1,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,568.9395509813653,568,682,718,320,817,4600,0.1236825110829055,0.0
layer,2,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,570.516056548572,572,671,710,319,806,4600,0.12402522968447217,0.0
layer,3,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,587.119751376793,597,680,705,328,757,4600,0.1276347285601724,0.0
layer,4,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,547.3396849585362,556,610,630,279,685,4600,0.11898688803446439,0.0
layer,5,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,498.428544541656,510,578,604,207,667,4600,0.10835403142209912,0.0
layer,6,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,525.850424744653,538,626,663,205,738,4600,0.11431530972709847,0.0
layer,7,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,578.1655556600602,590,687,733,230,821,4600,0.12568816427392615,0.0
layer,8,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,573.4965067879099,584,681,722,241,812,4600,0.12467315364954562,0.0
layer,9,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,794.8130767321977,799,934,1025,340,1200,4600,0.17278545146352126,0.0
layer,10,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,539.5568673555969,537,649,703,262,787,4600,0.11729497116426019,0.0
layer,11,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,616.8916770059554,611,740,811,291,934,4600,0.1341068863056425,0.0
layer,12,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,737.1248954397734,733,845,915,388,1079,4600,0.16024454248690725,0.0
layer,13,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,1451.424377741579,1465,1602,1709,626,1963,4600,0.31552703863947373,0.0
layer,14,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,1463.6815625800461,1479,1604,1705,529,1947,4600,0.31819164403914046,0.0
layer,15,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,1585.79724491307,1615,1756,1855,547,2151,4600,0.3447385315028413,0.0
layer,16,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,1457.1706317839075,1480,1623,1723,476,2003,4600,0.31677622430084945,0.0
layer,17,qk_union,admission_weight_gt_1e-05,approximate,admission_weight > 1e-05,1e-05,not asserted; approximate pruning threshold,9994240,992.8085199074667,1002,1122,1212,378,1453,4600,0.21582793911031883,0.0
layer,0,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,531.725622758709,517,676,757,298,793,4600,0.11559252668667588,0.0
layer,1,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,568.4180826155866,567,681,717,319,815,4600,0.12356914839469274,0.0
layer,2,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,569.9546872998848,571,671,710,319,806,4600,0.1239031928912793,0.0
layer,3,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,586.6695257468301,596,679,705,327,756,4600,0.12753685342322393,0.0
layer,4,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,546.9408542320376,555,609,629,279,685,4600,0.11890018570261687,0.0
layer,5,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,498.0088535996734,510,578,603,206,667,4600,0.10826279426079856,0.0
layer,6,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,525.3849686419378,537,625,662,205,738,4600,0.11421412361781257,0.0
layer,7,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,577.6276009981749,590,687,732,230,820,4600,0.1255712176082989,0.0
layer,8,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,572.9817553911053,584,681,721,240,812,4600,0.1245612511719794,0.0
layer,9,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,793.9951181880763,798,933,1024,339,1198,4600,0.17260763438871224,0.0
layer,10,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,539.0882076075819,537,649,702,262,786,4600,0.1171930886103439,0.0
layer,11,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,616.3474021036117,611,739,810,291,933,4600,0.1339885656746982,0.0
layer,12,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,736.4515608990779,733,845,915,386,1079,4600,0.16009816541284302,0.0
layer,13,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,1450.116784868084,1464,1601,1708,626,1960,4600,0.31524277931914874,0.0
layer,14,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,1462.353908651383,1478,1603,1704,528,1945,4600,0.3179030236198659,0.0
layer,15,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,1584.3831331847143,1614,1754,1853,547,2149,4600,0.34443111590972053,0.0
layer,16,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,1455.8665762479188,1479,1622,1722,474,2002,4600,0.3164927339669389,0.0
layer,17,qk_union,admission_weight_gt_1e-04,approximate,admission_weight > 1e-04,0.0001,not asserted; approximate pruning threshold,9994240,991.7448057080878,1001,1121,1210,378,1452,4600,0.21559669689306257,0.0
layer,0,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,525.4441861512231,511,668,748,296,782,4600,0.11422699698939633,0.0
layer,1,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,563.2614668048797,562,675,711,314,801,4600,0.12244814495758254,0.0
layer,2,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,564.3993207087283,565,664,703,316,800,4600,0.12269550450189745,0.0
layer,3,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,582.2071181000256,592,674,700,323,750,4600,0.1265667648043534,0.0
layer,4,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,542.990033059042,552,605,624,276,679,4600,0.11804131153457435,0.0
layer,5,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,493.84435564885376,505,573,598,203,663,4600,0.10735746861931604,0.0
layer,6,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,520.7680695080367,533,620,657,199,734,4600,0.11321044989305144,0.0
layer,7,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,572.2921971055328,584,680,726,225,810,4600,0.12441134719685494,0.0
layer,8,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,567.875364710073,579,675,715,238,804,4600,0.12345116624132021,0.0
layer,9,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,785.8679217229123,790,924,1013,334,1188,4600,0.1708408525484592,0.0
layer,10,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,534.4352777199667,532,643,696,260,780,4600,0.11618158211303625,0.0
layer,11,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,610.9479278064165,606,733,803,286,925,4600,0.13281476691443836,0.0
layer,12,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,729.7700230332672,726,837,907,380,1065,4600,0.15864565718114504,0.0
layer,13,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1437.087269767386,1451,1587,1694,622,1943,4600,0.31241027603638827,0.0
layer,14,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1449.1193676557698,1465,1589,1689,520,1928,4600,0.31502594949038476,0.0
layer,15,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1570.2878929263256,1600,1740,1839,539,2135,4600,0.3413669332448534,0.0
layer,16,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1442.8730316662397,1466,1609,1708,467,1987,4600,0.313668050362226,0.0
layer,17,qk_union,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,981.1618555287846,991,1110,1199,372,1435,4600,0.21329605554973577,0.0
layer,0,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,4277.461770779969,4250,5634,6385,1222,8957,14500,0.29499736350206684,0.0
layer,1,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,3463.2995462386334,2590,7276,8423,194,9377,14500,0.23884824456818163,0.0
layer,2,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,2598.789358170306,1914,5590,7092,237,9360,14500,0.17922685228760732,0.0
layer,3,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,2604.902794909868,2229,4445,5594,526,8762,14500,0.17964846861447367,0.0
layer,4,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,2714.720111784388,2647,3446,3975,829,7143,14500,0.18722207667478538,0.0
layer,5,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,2074.7509253329918,2082,2593,2872,469,3717,14500,0.14308627071262012,0.0
layer,6,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1591.0803863025103,1608,2126,2498,293,3269,14500,0.10972968181396622,0.0
layer,7,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1395.7480151567304,1325,2109,2539,198,4244,14500,0.09625848380391244,0.0
layer,8,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1303.0775545714332,1231,1901,2342,254,4768,14500,0.08986741755665056,0.0
layer,9,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1136.8485854852395,1077,1594,2004,163,7063,14500,0.07840335072311996,0.0
layer,10,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1555.0417024205942,1538,2098,2504,268,6047,14500,0.10724425533935132,0.0
layer,11,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1356.3977777199666,1319,1854,2216,205,3440,14500,0.09354467432551494,0.0
layer,12,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,1276.0383574939165,1248,1757,2200,118,5802,14500,0.08800264534440803,0.0
layer,13,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,738.4686342333184,683,975,1666,70,9445,14500,0.050928871326435754,0.0
layer,14,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,534.9351737600858,524,664,800,18,9710,14500,0.03689208094897144,0.0
layer,15,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,450.85951618132043,216,456,5725,10,8654,14500,0.031093759736642787,0.0
layer,16,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,312.73990088290856,74,585,4084,4,6294,14500,0.02156826902640749,0.0
layer,17,v,exact_margin_gt_0,exact,selection_margin > 0,,mathematically exact,9994240,314.72422915599384,127,637,2796,7,4898,14500,0.021705119252137507,0.0
layer,0,v,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,4277.402061787589,4250,5635,6383,1231,8956,14500,0.2949932456405234,0.0
layer,1,v,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,3463.2563158379226,2590,7276,8423,194,9380,14500,0.23884526316123603,0.0
layer,2,v,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,2598.7449127697555,1913,5590,7092,237,9356,14500,0.17922378708756934,0.0
layer,3,v,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,2604.8621548011656,2229,4445,5594,525,8760,14500,0.17964566584835626,0.0
layer,4,v,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,2714.6780127353354,2647,3446,3974,829,7155,14500,0.1872191732920921,0.0
layer,5,v,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,2074.7132829509796,2082,2593,2872,470,3720,14500,0.14308367468627445,0.0
layer,6,v,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,1591.0516472488152,1608,2126,2498,293,3269,14500,0.10972769981026312,0.0
layer,7,v,admission_weight_gt_1e-06,approximate,admission_weight > 1e-06,1e-06,not asserted; approximate pruning threshold,9994240,1395.722505963435,1325,2109,2539,199,4241,14500,0.09625672454920241,0.0
